Unnamed: 0,ID,Tipo de habitación,Ciudad,Localización,Precio por noche Octubre,Precio por noche Agosto,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
154,13138074,"Alojamiento entero: cabaña en Vacarisses, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,79",28 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
155,206167,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
156,20812821,,Barcelona,,123 €,180 €,Sin valoraciones,Sin valoraciones,,,,
157,11248398,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,2 camas,4 viajeros
158,5399718,"Alojamiento entero: piso en Barcelona, España",Barcelona,,185 €,No disponible en Agosto,"4,85",46 evaluaciones,1 dormitorio,1 baño,3 camas,4 viajeros
159,22188577,"Alojamiento entero: piso en Canet de Mar, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,70",70 evaluaciones,3 dormitorios,1 baño,5 camas,6 viajeros
160,2077178,"Alojamiento entero: piso en Barcelona, España",Barcelona,,233 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,4 camas,5 viajeros
161,14765045,"Alojamiento entero: piso en Barcelona, España",Barcelona,,199 €,No disponible en Agosto,"4,81",52 evaluaciones,3 dormitorios,5 baños,4 camas,7 viajeros
162,861407949300458532,"Habitación en Barcelona, España",Barcelona,,85 €,129 €,"4,56",25 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
163,43888224,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,4 viajeros
164,998953069837068033,"Alojamiento entero: piso en Barcelona, España",Barcelona,,150 €,180 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
165,5595771,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,63",378 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
166,39691518,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,359 €,326 €,"4,80",265 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
167,21464686,"Alojamiento entero: piso en Barcelona, España",Barcelona,,440 €,440 €,"4,79",85 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
168,1128581032044277155,"Alojamiento entero: piso en Barcelona, España",Barcelona,,500 €,500 €,Nuevo,1 evaluación,2 dormitorios,1 baño,3 camas,5 viajeros
169,680650821990830014,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,79",66 evaluaciones,4 dormitorios,5 baños,7 camas,8 viajeros
170,905531607109157699,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,2 camas,4 viajeros
171,896294495207486549,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
172,7852092,"Alojamiento entero: piso en Barcelona, España",Barcelona,,150 €,220 €,"4,78",249 evaluaciones,2 dormitorios,5 baños,2 camas,4 viajeros
173,45955324,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,70",76 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
174,29515056,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,65",162 evaluaciones,2 dormitorios,2 baños,3 camas,6 viajeros
175,5769043,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,2 baños,2 camas,4 viajeros
176,1136009511127281059,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
177,744153,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,78",591 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
178,1117895851047418372,"Habitación en Monistrol de Montserrat, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
179,1103666823336646671,"Alojamiento entero: piso en Barcelona, España",Barcelona,,253 €,311 €,"4,86",7 evaluaciones,2 dormitorios,1 baño,3 camas,5 viajeros
180,1081861760110023651,"Habitación en Barcelona, España",Barcelona,,40 €,40 €,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,No especificado,No especificado
181,622091179379166142,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,92",86 evaluaciones,2 dormitorios,1 baño,No especificado,4 viajeros
182,15848466,"Habitación privada en: casa de invitados en Pallejà, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,81",494 evaluaciones,1 dormitorio,1 baño privado,3 camas,4 viajeros
183,51852510,,Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,,,,
184,17151406,"Alojamiento entero: piso en Barcelona, España",Barcelona,,259 €,327 €,"4,53",174 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
185,14261865,"Habitación privada en: piso en Barcelona, España",Barcelona,,No disponible en Octubre,153 €,"5,0",5 evaluaciones,1 dormitorio,1 baño privado,No especificado,2 viajeros
186,8097151,"Alojamiento entero: adosado en La Garriga, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,3 camas,4 viajeros
187,1091434033284940620,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,No especificado,No especificado
188,6549890,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
189,22881017,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Sin valoraciones,3 dormitorios,1 baño,No especificado,5 viajeros
190,52360100,"Alojamiento entero: piso en Barcelona, España",Barcelona,,410 €,370 €,"4,80",30 evaluaciones,2 dormitorios,2 baños,2 camas,4 viajeros
191,1121602208095814970,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Sin valoraciones,3 dormitorios,2 baños,4 camas,5 viajeros
192,44096958,"Alojamiento entero: piso en Barcelona, España",Barcelona,,169 €,179 €,"4,59",100 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
193,912205668333715252,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",3 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
194,1017518225094139976,"Habitación en Barcelona, España",Barcelona,,38 €,41 €,Sin valoraciones,1 evaluación,1 dormitorio,baño compartido,1 cama,No especificado
195,1136930079009100777,"Habitación privada en: piso en Barcelona, España",Barcelona,,100 €,100 €,Nuevo,Sin valoraciones,1 dormitorio,1 baño,No especificado,2 viajeros
196,29841719,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,4 dormitorios,2 baños,6 camas,6 viajeros
197,12818357,"Alojamiento entero: piso en Sant Cugat del Vallès, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,1 evaluación,1 dormitorio,1 baño,No especificado,2 viajeros
198,16251145,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,87",89 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
199,5596629,"Alojamiento entero: piso en Barcelona, España",Barcelona,,236 €,No disponible en Agosto,"4,65",274 evaluaciones,2 dormitorios,1 baño,2 camas,6 viajeros
200,1145686543548963782,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,110 €,No disponible en Agosto,Nuevo,Sin valoraciones,2 dormitorios,1 baño,2 camas,4 viajeros
201,27013203,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,3 dormitorios,2 baños,3 camas,5 viajeros
202,18929687,"Habitación en Terrassa, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,93",40 evaluaciones,1 dormitorio,5 baños compartidos,1 cama,No especificado
203,1076963707691806342,"Alojamiento entero: piso en Barcelona, España",Barcelona,,380 €,480 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,4 camas,5 viajeros
204,33367572,"Habitación en Barcelona, España",Barcelona,,55 €,No disponible en Agosto,"4,91",22 evaluaciones,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
205,1116867880669400696,"Habitación en Barcelona, España",Barcelona,,120 €,150 €,"5,0",3 evaluaciones,1 dormitorio,baño compartido,2 camas,No especificado
206,44429480,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,249 €,"4,56",18 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
207,51201977,"Habitación en hotel en Barcelona, España",Barcelona,,163 €,157 €,"4,42",1165 evaluaciones,1 dormitorio,1 baño privado,1 cama,2 viajeros
208,1136383420341654743,"Habitación en Barcelona, España",Barcelona,,85 €,85 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
209,2368976,"Alojamiento entero: piso en Barcelona , España",Barcelona,,169 €,178 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,2 camas,3 viajeros
210,563029399650888379,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,409 €,"4,76",117 evaluaciones,2 dormitorios,2 baños,3 camas,5 viajeros
211,51229642,"Alojamiento entero: piso en Canet de Mar, España",Barcelona,,58 €,103 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,3 viajeros
212,18088777,"Habitación en  Llinars del Valles, España",Barcelona,,27 €,38 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
213,881124171627424458,"Alojamiento entero: vivienda en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,76",37 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
214,20464646,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,39",173 evaluaciones,1 dormitorio,1 baño,1 cama,3 viajeros
215,1076975838222905988,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,320 €,"4,71",7 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
216,2029507,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,57",411 evaluaciones,2 dormitorios,2 baños,5 camas,4 viajeros
217,21969660,"Alojamiento entero: loft en Barcelona, España",Barcelona,,370 €,246 €,"4,49",92 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
218,27797794,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,80",166 evaluaciones,4 dormitorios,2 baños,6 camas,7 viajeros
219,1121939066098440930,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,No disponible en Octubre,500 €,Nuevo,Sin valoraciones,3 dormitorios,2 baños,5 camas,7 viajeros
220,958066206231656109,"Alojamiento entero: piso en La Roca del Vallès, España",Barcelona,,150 €,No disponible en Agosto,Nuevo,2 evaluaciones,1 dormitorio,5 baños,3 camas,2 viajeros
221,1136240351335249637,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Sin valoraciones,1 dormitorio,5 baños,2 camas,4 viajeros
222,887791141964112537,"Habitación en Barcelona, España",Barcelona,,63 €,69 €,"4,35",31 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
223,668952557036387813,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,68",53 evaluaciones,2 dormitorios,2 baños,2 camas,4 viajeros
224,43235590,"Alojamiento entero: piso en Barcelona, España",Barcelona,,297 €,298 €,"4,67",566 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
225,684559120436753900,"Habitación en Barcelona, España",Barcelona,,70 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,3 camas,No especificado
226,1007231061137744600,"Habitación en Barcelona, España",Barcelona,,71 €,141 €,"4,09",11 evaluaciones,1 dormitorio,baño compartido,2 camas,No especificado
227,1081916766467117308,,Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,,,,
228,1084182294297762689,"Habitación en Barcelona, España",Barcelona,,53 €,80 €,Nuevo,2 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
229,763717355777872478,"Habitación en Barcelona, España",Barcelona,,50 €,60 €,"4,43",28 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
230,966699601100811859,"Alojamiento entero: piso en Mataró, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,4 viajeros
231,24238588,"Habitación en hostal en BARCELONA, España",Barcelona,,435 €,241 €,"4,66",455 evaluaciones,1 dormitorio,1 baño privado,2 camas,2 viajeros
232,24424717,"Habitación en hotel boutique en Barcelona, España",Barcelona,,277 €,224 €,"4,80",1166 evaluaciones,1 dormitorio,1 baño privado,1 cama,2 viajeros
233,14921978,"Habitación en Barcelona, España",Barcelona,,65 €,No disponible en Agosto,"4,78",174 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
234,38263959,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,3 camas,4 viajeros
235,14463163,"Alojamiento entero: piso en Barcelona, España",Barcelona,,265 €,275 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,4 viajeros
236,52356442,"Alojamiento entero: piso en Barcelona, España",Barcelona,,358 €,No disponible en Agosto,"4,43",42 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
237,1083881131491777262,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,69",13 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
238,1084241468525933821,"Alojamiento entero: piso en Sant Adrià de Besòs, España",Barcelona,,248 €,336 €,Nuevo,Sin valoraciones,2 dormitorios,2 baños,No especificado,4 viajeros
239,4904743,"Alojamiento entero: piso en Barcelona, España",Barcelona,,180 €,200 €,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,4 camas,5 viajeros
240,1117044813242677570,"Alojamiento entero: piso en Barcelona, España",Barcelona,,120 €,170 €,Nuevo,1 evaluación,1 dormitorio,1 baño,No especificado,2 viajeros
241,693220557677712903,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,110 €,175 €,"4,52",54 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
242,953562876536861662,,Barcelona,,150 €,299 €,Sin valoraciones,Sin valoraciones,,,,
243,52868638,"Alojamiento entero: piso en Barcelona, España",Barcelona,,613 €,613 €,"4,81",149 evaluaciones,2 dormitorios,1 baño,4 camas,6 viajeros
244,1092556855356258080,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
245,843945221088165655,"Alojamiento entero: piso en Barcelona, España",Barcelona,,325 €,435 €,"4,25",12 evaluaciones,2 dormitorios,1 baño,3 camas,5 viajeros
246,705509681290749717,"Habitación en Premià de Mar, España",Barcelona,,55 €,55 €,"4,83",6 evaluaciones,2 dormitorios,baño compartido,No especificado,No especificado
